inst_id,graph_type,num_nodes,is_optimal,ratio,step,n_active,H,H_max,H_norm,D_kl,rel_delta,vertex,best_prob
10,ER,4,True,1.0,0,4,1.366159590918619,1.3862943611198906,0.9854758334405933,0.020134770201271517,2.9606728602676033e-12,2,7.49980208569756e-05
10,ER,4,True,1.0,1,2,0.6931471805599453,0.6931471805599453,1.0,6.163464915800392e-25,2.220520065593766e-12,3,9.999666671134388e-05
11,ER,4,True,1.0,0,4,1.3512666949070242,1.3862943611198906,0.9747328798303919,0.03502766621286639,0.37499570308942254,1,6.666511575648126e-05
11,ER,4,True,1.0,1,2,0.6931471805599453,0.6931471805599453,1.0,6.163464915800392e-25,2.220520065593766e-12,3,9.999666671134388e-05
12,ER,4,True,1.0,0,4,1.366159590918547,1.3862943611198906,0.9854758334405415,0.02013477020134361,0.0,0,7.499802085675356e-05
12,ER,4,True,1.0,1,2,0.6931471805599453,0.6931471805599453,1.0,6.163464915800392e-25,2.220520065593766e-12,3,9.999666671134388e-05
13,ER,4,True,1.0,0,4,1.366159590918547,1.3862943611198906,0.9854758334405415,0.02013477020134361,0.0,0,7.499802085675356e-05
13,ER,4,True,1.0,1,2,0.6931471805599453,0.6931471805599453,1.0,6.163464915800392e-25,2.220520065593766e-12,3,9.999666671134388e-05
14,ER,4,True,1.0,0,4,1.3862943611198906,1.3862943611198906,1.0,3.7440424034394804e-23,6.661436835025151e-12,0,3.333283950957e-05
14,ER,4,True,1.0,1,3,1.0986122886681096,1.0986122886681098,0.9999999999999998,3.7007440728467145e-17,4.44097536616502e-12,1,4.999906250702235e-05
14,ER,4,True,1.0,2,2,0.6931471805599453,0.6931471805599453,1.0,6.163464915800392e-25,2.220520065593766e-12,3,9.999666671134388e-05
15,ER,4,True,1.0,0,4,1.366159590919123,1.3862943611198906,0.9854758334409569,0.020134770200767357,8.88201858080281e-12,1,7.49980208569756e-05
15,ER,4,True,1.0,1,2,0.6931471805599453,0.6931471805599453,1.0,6.163464915800392e-25,2.220520065593766e-12,3,9.999666671134388e-05
16,ER,4,True,1.0,0,4,1.366159590919123,1.3862943611198906,0.9854758334409569,0.020134770200767357,8.88201858080281e-12,1,7.49980208569756e-05
16,ER,4,True,1.0,1,2,0.6931471805599453,0.6931471805599453,1.0,6.163464915800392e-25,2.220520065593766e-12,3,9.999666671134388e-05
17,ER,4,True,1.0,0,4,1.3512666949074355,1.3862943611198906,0.9747328798306886,0.035027666212455,0.3749957030873408,2,6.666511575625922e-05
17,ER,4,True,1.0,1,2,0.6931471805599453,0.6931471805599453,1.0,6.163464915800392e-25,2.220520065593766e-12,1,9.999666671134388e-05
18,ER,4,True,1.0,0,4,1.351266694907419,1.3862943611198906,0.9747328798306767,0.035027666212471775,0.37499570308525904,3,6.666511575603717e-05
18,ER,4,True,1.0,1,2,0.6931471805599453,0.6931471805599453,1.0,6.163464915800392e-25,2.220520065593766e-12,1,9.999666671134388e-05
19,ER,4,True,1.0,0,4,1.3512666949076557,1.3862943611198906,0.9747328798308474,0.03502766621223495,0.3749957030810956,0,6.666511575559309e-05
19,ER,4,True,1.0,1,2,0.6931471805599453,0.6931471805599453,1.0,6.163464915800392e-25,2.220520065593766e-12,3,9.999666671134388e-05
20,ER,4,True,1.0,0,4,1.3512666949074355,1.3862943611198906,0.9747328798306886,0.035027666212455,0.37499570308401003,3,6.666511575625922e-05
20,ER,4,True,1.0,1,2,0.6931471805599453,0.6931471805599453,1.0,6.163464915800392e-25,2.220520065593766e-12,2,9.999666671134388e-05
21,ER,4,True,1.0,0,4,1.3512666949070242,1.3862943611198906,0.9747328798303919,0.03502766621286639,0.37499570308942254,1,6.666511575648126e-05
21,ER,4,True,1.0,1,2,0.6931471805599453,0.6931471805599453,1.0,6.163464915800392e-25,2.220520065593766e-12,3,9.999666671134388e-05
22,ER,4,True,1.0,0,4,1.3862943611198906,1.3862943611198906,1.0,3.7440424034394804e-23,6.661436835025151e-12,0,3.333283950957e-05
22,ER,4,True,1.0,1,3,1.0986122886681096,1.0986122886681098,0.9999999999999998,3.7007440728467145e-17,4.44097536616502e-12,1,4.999906250702235e-05
22,ER,4,True,1.0,2,2,0.6931471805599453,0.6931471805599453,1.0,6.163464915800392e-25,2.220520065593766e-12,3,9.999666671134388e-05
23,ER,4,True,1.0,0,4,1.3862943611198906,1.3862943611198906,1.0,3.7440424034394804e-23,6.661436835025151e-12,0,3.333283950957e-05
23,ER,4,True,1.0,1,3,1.0986122886681096,1.0986122886681098,0.9999999999999998,3.7007440728467145e-17,4.44097536616502e-12,1,4.999906250702235e-05
23,ER,4,True,1.0,2,2,0.6931471805599453,0.6931471805599453,1.0,6.163464915800392e-25,2.220520065593766e-12,3,9.999666671134388e-05
24,ER,4,True,1.0,0,4,1.3862943611198906,1.3862943611198906,1.0,3.7440424034394804e-23,6.661436835025151e-12,0,3.333283950957e-05
24,ER,4,True,1.0,1,3,1.0986122886681096,1.0986122886681098,0.9999999999999998,3.7007440728467145e-17,4.44097536616502e-12,1,4.999906250702235e-05
24,ER,4,True,1.0,2,2,0.6931471805599453,0.6931471805599453,1.0,6.163464915800392e-25,2.220520065593766e-12,3,9.999666671134388e-05
25,ER,4,True,1.0,0,4,1.3512666949074355,1.3862943611198906,0.9747328798306886,0.035027666212455,0.37499570308401003,3,6.666511575625922e-05
