inst_id,graph_type,num_nodes,param,num_edges,milp_ref,cover_size,ratio,is_optimal,H_mean,H_std,H_first,H_last,H_slope,H_integral,D_kl_mean,MI_consec,n_steps
84,ER,14,0.7,63,11,11,1.0,True,0.9965243213316678,0.004398116948279007,0.9997947589199119,1.0,-0.00040601239240810604,0.9056245595625808,0.0068368291510163765,2.3025850929940455,11
85,ER,14,0.7,57,10,10,1.0,True,0.9917002445652136,0.00847411849040263,0.9991610869107753,1.0,-0.0016887347255857142,0.8917421902196748,0.01539830287651392,2.1972245773362196,10
86,ER,14,0.7,61,11,11,1.0,True,0.9966962007974456,0.004032574479065945,0.9995134444640853,1.0,-0.00010530659376418628,0.9058092260490781,0.006748855175728852,2.3025850929940455,11
87,ER,14,0.7,72,10,10,1.0,True,0.9845952479697992,0.03055617764795196,0.9997322515943139,0.8962439271889452,-0.007252924680323987,0.8897964390306365,0.023568777404248963,2.1972245773362196,10
88,ER,14,0.7,68,11,11,1.0,True,0.9953708416843596,0.0073225806554244825,0.9998084881594531,1.0,-0.001180197992118787,0.9044704558589302,0.007824063614842431,2.3025850929940455,11
89,ER,14,0.7,68,11,12,1.0909090909090908,False,0.998549988734598,0.003226619125661559,0.9998480149587214,1.0,1.557041333798399e-05,0.915222988111318,0.0031133732667186858,2.3978952727983707,12
90,ER,19,0.3,44,12,12,1.0,True,0.9931114806398642,0.005485546481076161,0.9948562455190271,1.0,0.00028099801867516674,0.9099924704099048,0.01616130867825121,2.3978952727983707,12
91,ER,19,0.3,54,12,12,1.0,True,0.9913416436676089,0.005197136395893561,0.99493243696585,1.0,-0.00012628729916527802,0.9082194587940319,0.0195103175991793,2.3978952727983707,12
92,ER,19,0.3,51,11,11,1.0,True,0.982589183473303,0.0275909018022937,0.9970238172521715,0.8962439271889452,-0.005185302251357673,0.8965315587259794,0.03152528166213875,2.3025850929940455,11
93,ER,19,0.3,43,11,12,1.0909090909090908,False,0.9917708453764468,0.004076809238679334,0.9911485546038333,1.0,0.0002363998447758559,0.9088063222679535,0.0191472018855933,2.3978952727983707,12
