t,V,graph_type,identical
0.001,4,ER,True
0.001,4,ER,True
0.001,4,ER,True
0.001,4,ER,True
0.001,4,ER,True
0.001,4,ER,True
0.001,4,ER,True
0.001,4,ER,True
0.001,4,ER,True
0.001,4,ER,True
0.001,4,BA,True
0.001,4,BA,True
0.001,4,BA,True
0.001,4,BA,True
0.001,4,BA,True
0.001,4,BA,True
0.001,4,BA,True
0.001,4,BA,True
0.001,4,BA,True
0.001,4,BA,True
0.001,4,REG,True
0.001,10,ER,True
0.001,10,ER,True
0.001,10,ER,True
0.001,10,ER,True
0.001,10,ER,True
0.001,10,ER,True
0.001,10,ER,True
0.001,10,ER,True
0.001,10,ER,True
0.001,10,ER,True
0.001,10,BA,True
0.001,10,BA,True
0.001,10,BA,True
0.001,10,BA,True
0.001,10,BA,True
0.001,10,BA,True
0.001,10,BA,True
0.001,10,BA,True
0.001,10,BA,True
0.001,10,BA,True
0.001,10,REG,True
0.001,10,REG,True
0.001,20,ER,True
0.001,20,ER,False
0.001,20,ER,True
0.001,20,ER,True
0.001,20,ER,True
0.001,20,ER,True
0.001,20,ER,True
0.001,20,ER,True
0.001,20,ER,True
0.001,20,ER,True
0.001,20,BA,True
0.001,20,BA,True
0.001,20,BA,True
0.001,20,BA,True
0.001,20,BA,True
0.001,20,BA,True
0.001,20,BA,True
0.001,20,BA,True
0.001,20,BA,True
0.001,20,BA,True
0.001,20,REG,True
0.001,20,REG,True
0.001,20,REG,False
0.001,30,ER,True
0.001,30,ER,True
0.001,30,ER,True
0.001,30,ER,True
0.001,30,ER,True
0.001,30,ER,True
0.001,30,ER,True
0.001,30,ER,True
0.001,30,ER,True
0.001,30,ER,True
0.001,30,BA,True
0.001,30,BA,True
0.001,30,BA,True
0.001,30,BA,True
0.001,30,BA,True
0.001,30,BA,True
0.001,30,BA,True
0.001,30,BA,True
0.001,30,BA,True
0.001,30,BA,True
0.001,30,REG,True
0.001,30,REG,True
0.001,30,REG,False
0.001,40,ER,True
0.001,40,ER,True
0.001,40,ER,True
0.001,40,ER,True
0.001,40,ER,True
0.001,40,ER,True
0.001,40,ER,True
0.001,40,ER,True
0.001,40,ER,True
0.001,40,ER,True
0.001,40,BA,True
0.001,40,BA,True
0.001,40,BA,True
0.001,40,BA,True
0.001,40,BA,True
0.001,40,BA,True
0.001,40,BA,True
0.001,40,BA,True
0.001,40,BA,True
0.001,40,BA,True
0.001,40,REG,True
0.001,40,REG,False
0.001,40,REG,False
0.001,50,ER,True
0.001,50,ER,True
0.001,50,ER,True
0.001,50,ER,True
0.001,50,ER,True
0.001,50,ER,True
0.001,50,ER,True
0.001,50,ER,True
0.001,50,ER,True
0.001,50,ER,True
0.001,50,BA,True
0.001,50,BA,True
0.001,50,BA,True
0.001,50,BA,True
0.001,50,BA,True
0.001,50,BA,True
0.001,50,BA,True
0.001,50,BA,True
0.001,50,BA,True
0.001,50,BA,True
0.001,50,REG,True
0.001,50,REG,True
0.001,50,REG,False
0.0014677992676220691,4,ER,True
0.0014677992676220691,4,ER,True
0.0014677992676220691,4,ER,True
0.0014677992676220691,4,ER,True
0.0014677992676220691,4,ER,True
0.0014677992676220691,4,ER,True
0.0014677992676220691,4,ER,True
0.0014677992676220691,4,ER,True
0.0014677992676220691,4,ER,True
0.0014677992676220691,4,ER,True
0.0014677992676220691,4,BA,True
0.0014677992676220691,4,BA,True
0.0014677992676220691,4,BA,True
0.0014677992676220691,4,BA,True
0.0014677992676220691,4,BA,True
0.0014677992676220691,4,BA,True
0.0014677992676220691,4,BA,True
0.0014677992676220691,4,BA,True
0.0014677992676220691,4,BA,True
0.0014677992676220691,4,BA,True
0.0014677992676220691,4,REG,True
0.0014677992676220691,10,ER,True
0.0014677992676220691,10,ER,True
0.0014677992676220691,10,ER,True
0.0014677992676220691,10,ER,True
0.0014677992676220691,10,ER,True
0.0014677992676220691,10,ER,True
0.0014677992676220691,10,ER,True
0.0014677992676220691,10,ER,True
0.0014677992676220691,10,ER,True
0.0014677992676220691,10,ER,True
0.0014677992676220691,10,BA,True
0.0014677992676220691,10,BA,True
0.0014677992676220691,10,BA,True
0.0014677992676220691,10,BA,True
0.0014677992676220691,10,BA,True
0.0014677992676220691,10,BA,True
0.0014677992676220691,10,BA,True
0.0014677992676220691,10,BA,True
0.0014677992676220691,10,BA,True
0.0014677992676220691,10,BA,True
0.0014677992676220691,10,REG,True
0.0014677992676220691,10,REG,True
0.0014677992676220691,20,ER,True
0.0014677992676220691,20,ER,True
0.0014677992676220691,20,ER,True
0.0014677992676220691,20,ER,True
0.0014677992676220691,20,ER,True
0.0014677992676220691,20,ER,True
0.0014677992676220691,20,ER,True
0.0014677992676220691,20,ER,True
0.0014677992676220691,20,ER,True
0.0014677992676220691,20,ER,True
0.0014677992676220691,20,BA,True
0.0014677992676220691,20,BA,True
0.0014677992676220691,20,BA,True
0.0014677992676220691,20,BA,True
0.0014677992676220691,20,BA,True
0.0014677992676220691,20,BA,True
0.0014677992676220691,20,BA,True
0.0014677992676220691,20,BA,True
0.0014677992676220691,20,BA,True
0.0014677992676220691,20,BA,True
0.0014677992676220691,20,REG,True
0.0014677992676220691,20,REG,True
0.0014677992676220691,20,REG,False
0.0014677992676220691,30,ER,True
0.0014677992676220691,30,ER,True
0.0014677992676220691,30,ER,True
0.0014677992676220691,30,ER,True
0.0014677992676220691,30,ER,True
0.0014677992676220691,30,ER,True
0.0014677992676220691,30,ER,True
0.0014677992676220691,30,ER,True
0.0014677992676220691,30,ER,True
0.0014677992676220691,30,ER,True
0.0014677992676220691,30,BA,True
0.0014677992676220691,30,BA,True
0.0014677992676220691,30,BA,True
0.0014677992676220691,30,BA,True
0.0014677992676220691,30,BA,True
0.0014677992676220691,30,BA,True
0.0014677992676220691,30,BA,True
0.0014677992676220691,30,BA,True
0.0014677992676220691,30,BA,True
0.0014677992676220691,30,BA,True
0.0014677992676220691,30,REG,True
0.0014677992676220691,30,REG,False
0.0014677992676220691,30,REG,False
0.0014677992676220691,40,ER,True
0.0014677992676220691,40,ER,True
0.0014677992676220691,40,ER,True
0.0014677992676220691,40,ER,True
0.0014677992676220691,40,ER,True
0.0014677992676220691,40,ER,True
0.0014677992676220691,40,ER,True
0.0014677992676220691,40,ER,True
0.0014677992676220691,40,ER,True
0.0014677992676220691,40,ER,True
0.0014677992676220691,40,BA,True
0.0014677992676220691,40,BA,True
0.0014677992676220691,40,BA,True
0.0014677992676220691,40,BA,True
0.0014677992676220691,40,BA,True
0.0014677992676220691,40,BA,True
0.0014677992676220691,40,BA,True
0.0014677992676220691,40,BA,True
0.0014677992676220691,40,BA,True
0.0014677992676220691,40,BA,True
0.0014677992676220691,40,REG,True
0.0014677992676220691,40,REG,True
0.0014677992676220691,40,REG,True
0.0014677992676220691,50,ER,True
0.0014677992676220691,50,ER,True
0.0014677992676220691,50,ER,True
0.0014677992676220691,50,ER,True
0.0014677992676220691,50,ER,True
0.0014677992676220691,50,ER,True
0.0014677992676220691,50,ER,True
0.0014677992676220691,50,ER,True
0.0014677992676220691,50,ER,True
0.0014677992676220691,50,ER,True
0.0014677992676220691,50,BA,True
0.0014677992676220691,50,BA,True
0.0014677992676220691,50,BA,True
0.0014677992676220691,50,BA,True
0.0014677992676220691,50,BA,True
0.0014677992676220691,50,BA,True
0.0014677992676220691,50,BA,True
0.0014677992676220691,50,BA,True
0.0014677992676220691,50,BA,True
0.0014677992676220691,50,BA,True
0.0014677992676220691,50,REG,True
0.0014677992676220691,50,REG,True
0.0014677992676220691,50,REG,False
0.0021544346900318843,4,ER,True
0.0021544346900318843,4,ER,True
0.0021544346900318843,4,ER,True
0.0021544346900318843,4,ER,True
0.0021544346900318843,4,ER,True
0.0021544346900318843,4,ER,True
0.0021544346900318843,4,ER,True
0.0021544346900318843,4,ER,True
0.0021544346900318843,4,ER,True
0.0021544346900318843,4,ER,True
0.0021544346900318843,4,BA,True
0.0021544346900318843,4,BA,True
0.0021544346900318843,4,BA,True
0.0021544346900318843,4,BA,True
0.0021544346900318843,4,BA,True
0.0021544346900318843,4,BA,True
0.0021544346900318843,4,BA,True
0.0021544346900318843,4,BA,True
0.0021544346900318843,4,BA,True
0.0021544346900318843,4,BA,True
0.0021544346900318843,4,REG,True
0.0021544346900318843,10,ER,True
0.0021544346900318843,10,ER,True
0.0021544346900318843,10,ER,True
0.0021544346900318843,10,ER,True
0.0021544346900318843,10,ER,True
0.0021544346900318843,10,ER,True
0.0021544346900318843,10,ER,True
0.0021544346900318843,10,ER,True
0.0021544346900318843,10,ER,True
0.0021544346900318843,10,ER,True
0.0021544346900318843,10,BA,True
0.0021544346900318843,10,BA,True
0.0021544346900318843,10,BA,True
0.0021544346900318843,10,BA,True
0.0021544346900318843,10,BA,True
0.0021544346900318843,10,BA,True
0.0021544346900318843,10,BA,True
0.0021544346900318843,10,BA,True
0.0021544346900318843,10,BA,True
0.0021544346900318843,10,BA,True
0.0021544346900318843,10,REG,True
0.0021544346900318843,10,REG,True
0.0021544346900318843,20,ER,True
0.0021544346900318843,20,ER,True
0.0021544346900318843,20,ER,True
0.0021544346900318843,20,ER,True
0.0021544346900318843,20,ER,True
0.0021544346900318843,20,ER,True
0.0021544346900318843,20,ER,True
0.0021544346900318843,20,ER,True
0.0021544346900318843,20,ER,True
0.0021544346900318843,20,ER,True
0.0021544346900318843,20,BA,True
0.0021544346900318843,20,BA,True
0.0021544346900318843,20,BA,True
0.0021544346900318843,20,BA,True
0.0021544346900318843,20,BA,True
0.0021544346900318843,20,BA,True
0.0021544346900318843,20,BA,True
0.0021544346900318843,20,BA,True
0.0021544346900318843,20,BA,True
0.0021544346900318843,20,BA,True
0.0021544346900318843,20,REG,True
0.0021544346900318843,20,REG,True
0.0021544346900318843,20,REG,True
0.0021544346900318843,30,ER,True
0.0021544346900318843,30,ER,True
0.0021544346900318843,30,ER,True
0.0021544346900318843,30,ER,True
0.0021544346900318843,30,ER,True
0.0021544346900318843,30,ER,True
0.0021544346900318843,30,ER,True
0.0021544346900318843,30,ER,True
0.0021544346900318843,30,ER,True
0.0021544346900318843,30,ER,True
0.0021544346900318843,30,BA,True
0.0021544346900318843,30,BA,True
0.0021544346900318843,30,BA,True
0.0021544346900318843,30,BA,True
0.0021544346900318843,30,BA,True
0.0021544346900318843,30,BA,True
0.0021544346900318843,30,BA,True
0.0021544346900318843,30,BA,True
0.0021544346900318843,30,BA,True
0.0021544346900318843,30,BA,True
0.0021544346900318843,30,REG,True
0.0021544346900318843,30,REG,False
0.0021544346900318843,30,REG,True
0.0021544346900318843,40,ER,True
0.0021544346900318843,40,ER,True
0.0021544346900318843,40,ER,True
0.0021544346900318843,40,ER,True
0.0021544346900318843,40,ER,True
0.0021544346900318843,40,ER,True
0.0021544346900318843,40,ER,True
0.0021544346900318843,40,ER,True
0.0021544346900318843,40,ER,True
0.0021544346900318843,40,ER,True
0.0021544346900318843,40,BA,True
0.0021544346900318843,40,BA,True
0.0021544346900318843,40,BA,True
0.0021544346900318843,40,BA,True
0.0021544346900318843,40,BA,True
0.0021544346900318843,40,BA,True
0.0021544346900318843,40,BA,True
0.0021544346900318843,40,BA,True
0.0021544346900318843,40,BA,True
0.0021544346900318843,40,BA,True
0.0021544346900318843,40,REG,True
0.0021544346900318843,40,REG,True
0.0021544346900318843,40,REG,True
0.0021544346900318843,50,ER,True
0.0021544346900318843,50,ER,True
0.0021544346900318843,50,ER,True
0.0021544346900318843,50,ER,True
0.0021544346900318843,50,ER,True
0.0021544346900318843,50,ER,True
0.0021544346900318843,50,ER,True
0.0021544346900318843,50,ER,True
0.0021544346900318843,50,ER,True
0.0021544346900318843,50,ER,True
0.0021544346900318843,50,BA,True
0.0021544346900318843,50,BA,True
0.0021544346900318843,50,BA,True
0.0021544346900318843,50,BA,True
0.0021544346900318843,50,BA,True
0.0021544346900318843,50,BA,True
0.0021544346900318843,50,BA,True
0.0021544346900318843,50,BA,True
0.0021544346900318843,50,BA,True
0.0021544346900318843,50,BA,True
0.0021544346900318843,50,REG,True
0.0021544346900318843,50,REG,True
0.0021544346900318843,50,REG,False
0.0031622776601683794,4,ER,True
0.0031622776601683794,4,ER,True
0.0031622776601683794,4,ER,True
0.0031622776601683794,4,ER,True
0.0031622776601683794,4,ER,True
0.0031622776601683794,4,ER,True
0.0031622776601683794,4,ER,True
0.0031622776601683794,4,ER,True
0.0031622776601683794,4,ER,True
0.0031622776601683794,4,ER,True
0.0031622776601683794,4,BA,True
0.0031622776601683794,4,BA,True
0.0031622776601683794,4,BA,True
0.0031622776601683794,4,BA,True
0.0031622776601683794,4,BA,True
0.0031622776601683794,4,BA,True
0.0031622776601683794,4,BA,True
0.0031622776601683794,4,BA,True
0.0031622776601683794,4,BA,True
0.0031622776601683794,4,BA,True
0.0031622776601683794,4,REG,True
0.0031622776601683794,10,ER,True
0.0031622776601683794,10,ER,True
0.0031622776601683794,10,ER,True
0.0031622776601683794,10,ER,True
0.0031622776601683794,10,ER,True
0.0031622776601683794,10,ER,True
0.0031622776601683794,10,ER,True
0.0031622776601683794,10,ER,True
0.0031622776601683794,10,ER,True
0.0031622776601683794,10,ER,True
0.0031622776601683794,10,BA,True
0.0031622776601683794,10,BA,True
0.0031622776601683794,10,BA,True
0.0031622776601683794,10,BA,True
0.0031622776601683794,10,BA,True
0.0031622776601683794,10,BA,True
0.0031622776601683794,10,BA,True
0.0031622776601683794,10,BA,True
0.0031622776601683794,10,BA,True
0.0031622776601683794,10,BA,True
0.0031622776601683794,10,REG,True
0.0031622776601683794,10,REG,True
0.0031622776601683794,20,ER,True
0.0031622776601683794,20,ER,True
0.0031622776601683794,20,ER,True
0.0031622776601683794,20,ER,True
0.0031622776601683794,20,ER,True
0.0031622776601683794,20,ER,True
0.0031622776601683794,20,ER,True
0.0031622776601683794,20,ER,True
0.0031622776601683794,20,ER,True
0.0031622776601683794,20,ER,True
0.0031622776601683794,20,BA,True
0.0031622776601683794,20,BA,True
0.0031622776601683794,20,BA,True
0.0031622776601683794,20,BA,True
0.0031622776601683794,20,BA,True
0.0031622776601683794,20,BA,True
0.0031622776601683794,20,BA,True
0.0031622776601683794,20,BA,True
0.0031622776601683794,20,BA,True
0.0031622776601683794,20,BA,True
0.0031622776601683794,20,REG,True
0.0031622776601683794,20,REG,True
0.0031622776601683794,20,REG,True
0.0031622776601683794,30,ER,True
0.0031622776601683794,30,ER,True
0.0031622776601683794,30,ER,True
0.0031622776601683794,30,ER,True
0.0031622776601683794,30,ER,True
0.0031622776601683794,30,ER,True
0.0031622776601683794,30,ER,True
0.0031622776601683794,30,ER,True
0.0031622776601683794,30,ER,True
0.0031622776601683794,30,ER,True
0.0031622776601683794,30,BA,True
0.0031622776601683794,30,BA,True
0.0031622776601683794,30,BA,True
0.0031622776601683794,30,BA,True
0.0031622776601683794,30,BA,True
0.0031622776601683794,30,BA,True
0.0031622776601683794,30,BA,True
0.0031622776601683794,30,BA,True
0.0031622776601683794,30,BA,True
0.0031622776601683794,30,BA,True
0.0031622776601683794,30,REG,True
0.0031622776601683794,30,REG,False
0.0031622776601683794,30,REG,True
0.0031622776601683794,40,ER,True
0.0031622776601683794,40,ER,True
0.0031622776601683794,40,ER,True
0.0031622776601683794,40,ER,True
0.0031622776601683794,40,ER,True
0.0031622776601683794,40,ER,True
0.0031622776601683794,40,ER,True
0.0031622776601683794,40,ER,True
0.0031622776601683794,40,ER,True
0.0031622776601683794,40,ER,True
0.0031622776601683794,40,BA,True
0.0031622776601683794,40,BA,True
0.0031622776601683794,40,BA,True
0.0031622776601683794,40,BA,True
0.0031622776601683794,40,BA,True
0.0031622776601683794,40,BA,True
0.0031622776601683794,40,BA,True
0.0031622776601683794,40,BA,True
0.0031622776601683794,40,BA,True
0.0031622776601683794,40,BA,True
0.0031622776601683794,40,REG,True
0.0031622776601683794,40,REG,False
0.0031622776601683794,40,REG,True
0.0031622776601683794,50,ER,True
0.0031622776601683794,50,ER,True
0.0031622776601683794,50,ER,True
0.0031622776601683794,50,ER,True
0.0031622776601683794,50,ER,True
0.0031622776601683794,50,ER,True
0.0031622776601683794,50,ER,True
0.0031622776601683794,50,ER,True
0.0031622776601683794,50,ER,True
0.0031622776601683794,50,ER,True
0.0031622776601683794,50,BA,True
0.0031622776601683794,50,BA,True
0.0031622776601683794,50,BA,True
0.0031622776601683794,50,BA,True
0.0031622776601683794,50,BA,True
0.0031622776601683794,50,BA,True
0.0031622776601683794,50,BA,True
0.0031622776601683794,50,BA,True
0.0031622776601683794,50,BA,True
0.0031622776601683794,50,BA,True
0.0031622776601683794,50,REG,True
0.0031622776601683794,50,REG,True
0.0031622776601683794,50,REG,False
0.004641588833612777,4,ER,True
0.004641588833612777,4,ER,True
0.004641588833612777,4,ER,True
0.004641588833612777,4,ER,True
0.004641588833612777,4,ER,True
0.004641588833612777,4,ER,True
0.004641588833612777,4,ER,True
0.004641588833612777,4,ER,True
0.004641588833612777,4,ER,True
0.004641588833612777,4,ER,True
0.004641588833612777,4,BA,True
0.004641588833612777,4,BA,True
0.004641588833612777,4,BA,True
0.004641588833612777,4,BA,True
0.004641588833612777,4,BA,True
0.004641588833612777,4,BA,True
0.004641588833612777,4,BA,True
0.004641588833612777,4,BA,True
0.004641588833612777,4,BA,True
0.004641588833612777,4,BA,True
0.004641588833612777,4,REG,True
0.004641588833612777,10,ER,True
0.004641588833612777,10,ER,True
0.004641588833612777,10,ER,True
0.004641588833612777,10,ER,True
0.004641588833612777,10,ER,True
0.004641588833612777,10,ER,True
0.004641588833612777,10,ER,True
0.004641588833612777,10,ER,True
0.004641588833612777,10,ER,True
0.004641588833612777,10,ER,True
0.004641588833612777,10,BA,True
0.004641588833612777,10,BA,True
0.004641588833612777,10,BA,True
0.004641588833612777,10,BA,True
0.004641588833612777,10,BA,True
0.004641588833612777,10,BA,True
0.004641588833612777,10,BA,True
0.004641588833612777,10,BA,True
0.004641588833612777,10,BA,True
0.004641588833612777,10,BA,True
0.004641588833612777,10,REG,True
0.004641588833612777,10,REG,True
0.004641588833612777,20,ER,True
0.004641588833612777,20,ER,True
0.004641588833612777,20,ER,True
0.004641588833612777,20,ER,True
0.004641588833612777,20,ER,True
0.004641588833612777,20,ER,True
0.004641588833612777,20,ER,True
0.004641588833612777,20,ER,True
0.004641588833612777,20,ER,True
0.004641588833612777,20,ER,True
0.004641588833612777,20,BA,True
0.004641588833612777,20,BA,True
0.004641588833612777,20,BA,True
0.004641588833612777,20,BA,True
0.004641588833612777,20,BA,True
0.004641588833612777,20,BA,True
0.004641588833612777,20,BA,True
0.004641588833612777,20,BA,True
0.004641588833612777,20,BA,True
0.004641588833612777,20,BA,True
0.004641588833612777,20,REG,True
0.004641588833612777,20,REG,True
0.004641588833612777,20,REG,True
0.004641588833612777,30,ER,True
0.004641588833612777,30,ER,True
0.004641588833612777,30,ER,True
0.004641588833612777,30,ER,True
0.004641588833612777,30,ER,True
0.004641588833612777,30,ER,True
0.004641588833612777,30,ER,True
0.004641588833612777,30,ER,True
0.004641588833612777,30,ER,True
0.004641588833612777,30,ER,True
0.004641588833612777,30,BA,True
0.004641588833612777,30,BA,True
0.004641588833612777,30,BA,True
0.004641588833612777,30,BA,True
0.004641588833612777,30,BA,True
0.004641588833612777,30,BA,True
0.004641588833612777,30,BA,True
0.004641588833612777,30,BA,True
0.004641588833612777,30,BA,True
0.004641588833612777,30,BA,True
0.004641588833612777,30,REG,True
0.004641588833612777,30,REG,False
0.004641588833612777,30,REG,True
0.004641588833612777,40,ER,True
0.004641588833612777,40,ER,True
0.004641588833612777,40,ER,True
0.004641588833612777,40,ER,True
0.004641588833612777,40,ER,True
0.004641588833612777,40,ER,True
0.004641588833612777,40,ER,True
0.004641588833612777,40,ER,True
0.004641588833612777,40,ER,True
0.004641588833612777,40,ER,True
0.004641588833612777,40,BA,True
0.004641588833612777,40,BA,True
0.004641588833612777,40,BA,True
0.004641588833612777,40,BA,True
0.004641588833612777,40,BA,True
0.004641588833612777,40,BA,True
0.004641588833612777,40,BA,True
0.004641588833612777,40,BA,True
0.004641588833612777,40,BA,True
0.004641588833612777,40,BA,True
0.004641588833612777,40,REG,True
0.004641588833612777,40,REG,False
0.004641588833612777,40,REG,True
0.004641588833612777,50,ER,True
0.004641588833612777,50,ER,True
0.004641588833612777,50,ER,True
0.004641588833612777,50,ER,True
0.004641588833612777,50,ER,True
0.004641588833612777,50,ER,True
0.004641588833612777,50,ER,True
0.004641588833612777,50,ER,True
0.004641588833612777,50,ER,True
0.004641588833612777,50,ER,True
0.004641588833612777,50,BA,True
0.004641588833612777,50,BA,True
0.004641588833612777,50,BA,True
0.004641588833612777,50,BA,True
0.004641588833612777,50,BA,True
0.004641588833612777,50,BA,True
0.004641588833612777,50,BA,True
0.004641588833612777,50,BA,True
0.004641588833612777,50,BA,True
0.004641588833612777,50,BA,True
0.004641588833612777,50,REG,True
0.004641588833612777,50,REG,True
0.004641588833612777,50,REG,False
0.006812920690579608,4,ER,True
0.006812920690579608,4,ER,True
0.006812920690579608,4,ER,True
0.006812920690579608,4,ER,True
0.006812920690579608,4,ER,True
0.006812920690579608,4,ER,True
0.006812920690579608,4,ER,True
0.006812920690579608,4,ER,True
0.006812920690579608,4,ER,True
0.006812920690579608,4,ER,True
0.006812920690579608,4,BA,True
0.006812920690579608,4,BA,True
0.006812920690579608,4,BA,True
0.006812920690579608,4,BA,True
0.006812920690579608,4,BA,True
0.006812920690579608,4,BA,True
0.006812920690579608,4,BA,True
0.006812920690579608,4,BA,True
0.006812920690579608,4,BA,True
0.006812920690579608,4,BA,True
0.006812920690579608,4,REG,True
0.006812920690579608,10,ER,True
0.006812920690579608,10,ER,True
0.006812920690579608,10,ER,True
0.006812920690579608,10,ER,True
0.006812920690579608,10,ER,True
0.006812920690579608,10,ER,True
0.006812920690579608,10,ER,True
0.006812920690579608,10,ER,True
0.006812920690579608,10,ER,True
0.006812920690579608,10,ER,True
0.006812920690579608,10,BA,True
0.006812920690579608,10,BA,True
0.006812920690579608,10,BA,True
0.006812920690579608,10,BA,True
0.006812920690579608,10,BA,True
0.006812920690579608,10,BA,True
0.006812920690579608,10,BA,True
0.006812920690579608,10,BA,True
0.006812920690579608,10,BA,True
0.006812920690579608,10,BA,True
0.006812920690579608,10,REG,True
0.006812920690579608,10,REG,True
0.006812920690579608,20,ER,True
0.006812920690579608,20,ER,True
0.006812920690579608,20,ER,True
0.006812920690579608,20,ER,True
0.006812920690579608,20,ER,True
0.006812920690579608,20,ER,True
0.006812920690579608,20,ER,True
0.006812920690579608,20,ER,True
0.006812920690579608,20,ER,True
0.006812920690579608,20,ER,True
0.006812920690579608,20,BA,True
0.006812920690579608,20,BA,True
0.006812920690579608,20,BA,True
0.006812920690579608,20,BA,True
0.006812920690579608,20,BA,True
0.006812920690579608,20,BA,True
0.006812920690579608,20,BA,True
0.006812920690579608,20,BA,True
0.006812920690579608,20,BA,True
0.006812920690579608,20,BA,True
0.006812920690579608,20,REG,True
0.006812920690579608,20,REG,True
0.006812920690579608,20,REG,True
0.006812920690579608,30,ER,True
0.006812920690579608,30,ER,True
0.006812920690579608,30,ER,True
0.006812920690579608,30,ER,True
0.006812920690579608,30,ER,True
0.006812920690579608,30,ER,True
0.006812920690579608,30,ER,True
0.006812920690579608,30,ER,True
0.006812920690579608,30,ER,True
0.006812920690579608,30,ER,True
0.006812920690579608,30,BA,True
0.006812920690579608,30,BA,True
0.006812920690579608,30,BA,True
0.006812920690579608,30,BA,True
0.006812920690579608,30,BA,True
0.006812920690579608,30,BA,True
0.006812920690579608,30,BA,True
0.006812920690579608,30,BA,True
0.006812920690579608,30,BA,True
0.006812920690579608,30,BA,True
0.006812920690579608,30,REG,True
0.006812920690579608,30,REG,False
0.006812920690579608,30,REG,True
0.006812920690579608,40,ER,True
0.006812920690579608,40,ER,True
0.006812920690579608,40,ER,True
0.006812920690579608,40,ER,True
0.006812920690579608,40,ER,True
0.006812920690579608,40,ER,True
0.006812920690579608,40,ER,True
0.006812920690579608,40,ER,True
0.006812920690579608,40,ER,True
0.006812920690579608,40,ER,True
0.006812920690579608,40,BA,True
0.006812920690579608,40,BA,True
0.006812920690579608,40,BA,True
0.006812920690579608,40,BA,True
0.006812920690579608,40,BA,True
0.006812920690579608,40,BA,True
0.006812920690579608,40,BA,True
0.006812920690579608,40,BA,True
0.006812920690579608,40,BA,True
0.006812920690579608,40,BA,True
0.006812920690579608,40,REG,True
0.006812920690579608,40,REG,False
0.006812920690579608,40,REG,True
0.006812920690579608,50,ER,True
0.006812920690579608,50,ER,True
0.006812920690579608,50,ER,True
0.006812920690579608,50,ER,True
0.006812920690579608,50,ER,True
0.006812920690579608,50,ER,True
0.006812920690579608,50,ER,True
0.006812920690579608,50,ER,True
0.006812920690579608,50,ER,True
0.006812920690579608,50,ER,True
0.006812920690579608,50,BA,True
0.006812920690579608,50,BA,True
0.006812920690579608,50,BA,True
0.006812920690579608,50,BA,True
0.006812920690579608,50,BA,True
0.006812920690579608,50,BA,True
0.006812920690579608,50,BA,True
0.006812920690579608,50,BA,True
0.006812920690579608,50,BA,True
0.006812920690579608,50,BA,True
0.006812920690579608,50,REG,True
0.006812920690579608,50,REG,True
0.006812920690579608,50,REG,False
0.01,4,ER,True
0.01,4,ER,True
0.01,4,ER,True
0.01,4,ER,True
0.01,4,ER,True
0.01,4,ER,True
0.01,4,ER,True
0.01,4,ER,True
0.01,4,ER,True
0.01,4,ER,True
0.01,4,BA,True
0.01,4,BA,True
0.01,4,BA,True
0.01,4,BA,True
0.01,4,BA,True
0.01,4,BA,True
0.01,4,BA,True
0.01,4,BA,True
0.01,4,BA,True
0.01,4,BA,True
0.01,4,REG,True
0.01,10,ER,True
0.01,10,ER,True
0.01,10,ER,True
0.01,10,ER,True
0.01,10,ER,True
0.01,10,ER,True
0.01,10,ER,True
0.01,10,ER,True
0.01,10,ER,True
0.01,10,ER,True
0.01,10,BA,True
0.01,10,BA,True
0.01,10,BA,True
0.01,10,BA,True
0.01,10,BA,True
0.01,10,BA,True
0.01,10,BA,True
0.01,10,BA,True
0.01,10,BA,True
0.01,10,BA,True
0.01,10,REG,True
0.01,10,REG,True
0.01,20,ER,True
0.01,20,ER,True
0.01,20,ER,True
0.01,20,ER,True
0.01,20,ER,True
0.01,20,ER,True
0.01,20,ER,True
0.01,20,ER,True
0.01,20,ER,True
0.01,20,ER,True
0.01,20,BA,True
0.01,20,BA,True
0.01,20,BA,True
0.01,20,BA,True
0.01,20,BA,True
0.01,20,BA,True
0.01,20,BA,True
0.01,20,BA,True
0.01,20,BA,True
0.01,20,BA,True
0.01,20,REG,True
0.01,20,REG,True
0.01,20,REG,True
0.01,30,ER,True
0.01,30,ER,True
0.01,30,ER,True
0.01,30,ER,True
0.01,30,ER,True
0.01,30,ER,True
0.01,30,ER,True
0.01,30,ER,True
0.01,30,ER,True
0.01,30,ER,True
0.01,30,BA,True
0.01,30,BA,True
0.01,30,BA,True
0.01,30,BA,True
0.01,30,BA,True
0.01,30,BA,True
0.01,30,BA,True
0.01,30,BA,True
0.01,30,BA,True
0.01,30,BA,True
0.01,30,REG,True
0.01,30,REG,False
0.01,30,REG,True
0.01,40,ER,True
0.01,40,ER,True
0.01,40,ER,True
0.01,40,ER,True
0.01,40,ER,True
0.01,40,ER,True
0.01,40,ER,True
0.01,40,ER,True
0.01,40,ER,True
0.01,40,ER,True
0.01,40,BA,True
0.01,40,BA,True
0.01,40,BA,True
0.01,40,BA,True
0.01,40,BA,True
0.01,40,BA,True
0.01,40,BA,True
0.01,40,BA,True
0.01,40,BA,True
0.01,40,BA,True
0.01,40,REG,True
0.01,40,REG,False
0.01,40,REG,True
0.01,50,ER,True
0.01,50,ER,True
0.01,50,ER,True
0.01,50,ER,True
0.01,50,ER,True
0.01,50,ER,True
